ID,SceneMainID,SceneSubID,CharacterID,CharacterFace,CharacterPosition,Dia_Type,Dia_ENG,Dia_CHT,Dia_CHS,Dia_JP,Dia_KR,Remark
35,0,0,0,0,0,0,2) Open the TileMap function in Window -> 2D -> Tile Palette on Unity， and then import the 2D material into the Tile Palette to call it.,2) 在Unity上的Window -> 2D -> Tile Palette 打開 TileMap 功能，然後將已經設定好的Tile匯入到 Tile Palette 中就可以進行調用。,2) 在Unity上的Window -> 2D -> Tile Palette 打开 TileMap 功能，然后将已经设定好的Tile汇入到 Tile Palette 中就可以进行调用。,,,
36,0,0,0,0,0,0,3) Set the collision Layers layering according to the needs of the project.,3) 根據項目的需求去設定碰撞圖層分層。,3) 根据项目的需求去设定碰撞图层分层。,,,
37,0,0,0,0,0,0,4) Use the TileMap function to quickly build test scenarios.,4) 利用 TileMap 功能快速搭建測試的場景。,4) 利用 TileMap 功能快速搭建测试的场景。,,,
38,0,0,0,0,0,0,This is what you need to learn and implement on your Day 01 of development!,以上是第一天開發需要學習和實現的部分!,以上是第一天开发需要学习和实现的部分!,,,
39,,,,,,,,,,,,
40,,,,,,,,,,,,
41,,,,,,,,,,,,
42,,,,,,,,,,,,
43,,,,,,,,,,,,
44,,,,,,,,,,,,
45,,,,,,,,,,,,
46,,,,,,,,,,,,
47,,,,,,,,,,,,
48,,,,,,,,,,,,
49,,,,,,,,,,,,
50,0,0,0,0,0,0,Game development - Day 02 (Beginner),遊戲開發第二天! (初階),游戏开发第二天! (初阶),,,Demo 文本 - Day 02 開始
51,0,0,0,0,0,0,Tutorial content : [1] New character object， [2] Ground sersor， [3] Input system， [4] Character movement， [5] Character Jumping (Double Jumps),講解內容 : 新建角色、地面判定器、輸入系統、角色移動(平地)、角色跳躍(多段跳),讲解内容:新建角色、地面判定器、输入系统、角色移动(平地)、角色跳跃(多段跳),,,
52,0,0,0,0,0,1,Do you want to skip the tutorial? (Day 02),你要跳過D2教學嗎?,你要跳过D2教学吗?,,,
53,0,0,0,0,0,0,The development process on the Day 02 :,遊戲在第二天的開發流程 :,游戏在第二天的开发流程 :,,,Demo 文本 - Day 02 - Anwser
54,0,0,0,0,0,0,1) Create a character object and set up the ground sensor.,1) 我們需要建立一個角色的物件和設定判定器。,1) 我们需要建立一个角色的对象和设定判定器。,,,
55,0,0,0,0,0,0,2) Establish a game-specific input system，and the character uses the return value of the input system to control or operate.,2) 建立遊戲專屬的輸入系統，角色利用再取得輸入系統的反回值來控制或操作。,2) 建立游戏专属的输入系统，角色利用再取得输入系统的反回值来控制或操作。,,,
56,0,0,0,0,0,0,3) Write the basic movement and jumping functions of the character in C#.,3) C# 編寫角色基本移動和跳躍功能。,3) C# 编写角色基本移动和跳跃功能。,,,
57,0,0,0,0,0,0,4) Add double jump function based on jump function.,4) 在跳躍功能上再編寫二段跳功能 (多段跳),4) 在跳跃功能上再编写二段跳功能 (多段跳),,,
58,0,0,0,0,0,0,This is what you need to learn and implement on your Day 02 of development，for actual functional performance，you can see the background display box display and operation methods.,以上是第二天開發需要學習和實現的部分，實際功能表現可以看看背景的展示框展示和操作方式哦。,以上是第二天开发需要学习和实现的部分，实际菜单现可以看看背景的展示框展示和操作方式哦。,,,
59,,,,,,,,,,,,
60,0,0,0,0,0,0,Game development - Day 03 (Beginner),遊戲開發第三天! (初階),游戏开发第三天! (初阶),,,Demo 文本 - Day 03 開始
61,0,0,0,0,0,0,Tutorial content : [1] Character animation controller，[2] Character sliding，[3] Sprint，[4] Camera following,講解內容 : 角色動畫控制、角色滑行、衝刺、鏡頭跟隨,讲解内容:角色动画控制、角色滑行、冲刺、镜头跟随,,,
62,0,0,0,0,0,1,Do you want to skip the tutorial? (Day 03),你要跳過D3教學嗎?,你要跳过D3教学吗?,,,
63,0,0,0,0,0,0,The development process on the Day 03 :,遊戲在第三天的開發流程 :,游戏在第三天的开发流程 :,,,Demo 文本 - Day 03 - Anwser
64,0,0,0,0,0,0,1) Create the character's animation controller and use parameters to make the character's animation change.,1) 製作角色的動畫控制器，利用參數使角色動畫變化。,1) 制作角色的动画控制器，利用参数使角色动画变化。,,,
65,0,0,0,0,0,0,2) Write the character's sliding and sprint functions in C# to enable the character to move quickly.,2) C# 編寫角色滑行和閃避衝刺功能，使角色能快速移動。,2) C# 编写角色滑行和闪避冲刺功能，使角色能快速移动。,,,
66,0,0,0,0,0,0,3) Write the camera following function in C#， so that the head camera can follow the target display in various situations.,3) C# 編寫鏡頭跟隨功能，頭鏡在多種情況下都能跟隨目標顯示。,3) C# 编写镜头跟随功能，头镜在多种情况下都能跟随目标显示。,,,
67,0,0,0,0,0,0,This is the part that needs to be learned and implemented on the Day 03 of development. The actual functions of each part have been browsed in the background display box.,以上是第三天開發需要學習和實現的部分，每個部分功能的實際已經在背景展示框瀏覽。,以上是第三天开发需要学习和实现的部分，每个部分功能的实际已经在背景展示框浏览。,,,
68,,,,,,,,,,,,
69,,,,,,,,,,,,
70,0,0,0,0,0,0,Game development - Day 04 (Beginner),遊戲開發第四天! (初階),游戏开发第四天! (初阶),,,Demo 文本 - Day 04 開始
71,0,0,0,0,0,0,Tutorial content : [1] Character single attack，[2] Character and enemy attributes， [3] Damage system,講解內容 : 角色單發攻擊、角色及敵人的屬性、傷害計算系統,讲解内容:角色单发攻击、角色及敌人的属性、伤害计算系统,,,
72,0,0,0,0,0,1,Do you want to skip the tutorial? (Day 04),你要跳過D4教學嗎?,你要跳过D4教学吗?,,,
73,0,0,0,0,0,0,The development process on the Day 04 :,遊戲在第四天的開發流程 :,游戏在第四天的开发流程 :,,,Demo 文本 - Day 04 - Anwser
74,0,0,0,0,0,0,1) We use C# to program the character's single attack. When the player presses the attack button， the character will attack.,1) 我們利用 C# 編寫出角色單發攻擊，當玩家按下攻擊鍵時角色將進行攻擊。,1) 我们利用 C# 编写出角色单发攻击，当玩家按下攻击键时角色将进行攻击。,,,
75,0,0,0,0,0,0,2) C# creates attribute formats for characters and enemies.,2) C# 建立角色和敵人的屬性格式。,2) C# 建立角色和敌人的属性格式。,,,
76,0,0,0,0,0,0,3) Write a damage calculation system in C#. All damage calculations in the game are performed through this system.,3) C# 編寫傷害計算系統，遊戲內所有傷害的計算都經由該系統進行。,3) C# 编写伤害计算系统，游戏内所有伤害的计算都经由该系统进行。,,,
77,0,0,0,0,0,0,including damage value， critical hits， active and passive skill effects， trigger status changes， etc.,包括傷害值、爆擊、主被動技能影響、觸發狀態變化等等…,包括伤害值、爆击、主被动技能影响、触发状态变化等等…,,,
78,,,0,0,0,0,The above are the parts that need to be learned and implemented on the Day 04 of development. For specific performance， please refer to the background display box.,以上是第四天開發需要學習和實現的部分，具體表現可以參考背景展示框。,以上是第四天开发需要学习和实现的部分，具体表现可以参考背景展示框。,,,
79,,,,,,,,,,,,
80,0,0,0,0,0,0,Game development - Day 05 (Beginner),遊戲開發第五天! (初階),游戏开发第五天! (初阶),,,Demo 文本 - Day 05 開始
81,0,0,0,0,0,0,Tutorial content : [1] Character hurt animation， [2] Attributes calculation，  [3] HP UI display.,講解內容 : 角色受傷動畫及數值運算、角色UI血量顯示,讲解内容:角色受伤动画及数值运算、角色UI血量显示,,,
82,0,0,0,0,0,1,Do you want to skip the tutorial? (Day 05),你要跳過D5教學嗎?,你要跳过D5教学吗?,,,
83,0,0,0,0,0,0,The development process on the Day 05 :,遊戲在第五天的開發流程 :,游戏在第五天的开发流程 :,,,Demo 文本 - Day 05 - Anwser
84,0,0,0,0,0,0,1) C# to write the character injury animation & movement,1) C# 編寫角色受傷動畫 & 移動。,1) C# 编写角色受伤动画 & 移动。,,,
85,0,0,0,0,0,0,2) C# to write the calculation and synchronization when the character is injured,2) C# 編寫角色受傷時的運算和同步。,2) C# 编写角色受伤时的运算和同步。,,,
86,0,0,0,0,0,0,3) Build a UI display of character values ??in the upper left corner of the game screen,3) 在遊戲畫面左上方搭建角色數值的UI顯示。,3) 在游戏画面左上方搭建角色数值的UI显示。,,,
87,0,0,0,0,0,0,The above are the parts that need to be learned and implemented on the Day 05 of development. For specific animation performance， please refer to the background display box.,以上是第五天開發需要學習和實現的部分，具體動畫表現可以參考背景展示框。,以上是第五天开发需要学习和实现的部分，具体动画表现可以参考背景展示框。,,,
88,,,,,,,,,,,,
89,,,,,,,,,,,,
90,0,0,0,0,0,0,Game development - Day 06 (Beginner),遊戲開發第六天! (初階),游戏开发第六天! (初阶),,,Demo 文本 - Day 06 開始
91,0,0,0,0,0,0,Tutorial content : [1] Object HP bar / Separated UI HP bar display，  [2] Damage number pop-up effect， [3] Material System,講解內容 : 物件血條 / 分隔UI血條顯示、傷害數字彈出效果、材料庫,讲解内容:对象血条 / 分隔UI血条显示、伤害数字弹出效果、材料库,,,
92,0,0,0,0,0,1,Do you want to skip the tutorial? (Day 06),你要跳過D6教學嗎?,你要跳过D6教学吗?,,,
93,0,0,0,0,0,0,The development process on the Day 06 :,遊戲在第六天的開發流程 :,游戏在第六天的开发流程 :,,,Demo 文本 - Day 06 - Anwser
94,0,0,0,0,0,0,1) Build a separated UI to display the enemy's HP.,1) 搭建分隔式UI顯示敵人的HP。,1) 搭建分隔式UI显示敌人的HP。,,,
95,0,0,0,0,0,0,2) Add damage number pop-up function in the damage calculation system.,2) 在傷害計算系統中添加傷害數字彈出功能。,2) 在伤害计算系统中添加伤害数字弹出功能。,,,
96,0,0,0,0,0,0,3) Establish a material library to facilitate material calling and changes.,3) 建立材料庫以便素材調用和變化。,3) 建立材料库以便素材调用和变化。,,,
97,0,0,0,0,0,0,The above are the parts that need to be learned and implemented on the Day 06 of development. You can understand its operation by constantly attacking and observing the UI below.,以上是第六天開發需要學習和實現的部分，你可以通過不停的攻擊和觀察下方的UI得以理解其中的運作。,以上是第六天开发需要学习和实现的部分，你可以通过不停的攻击和观察下方的UI得以理解其中的运作。,,,
98,,,,,,,,,,,,
99,,,,,,,,,,,,
100,0,0,0,0,0,0,Game development - Day 07 (Beginner),遊戲開發第七天! (初階),游戏开发第七天! (初阶),,,Demo 文本 - Day 07 開始
101,0,0,0,0,0,0,Tutorial content : [1] Game setting， [2] Game controller support， [3] Save load system， [4] Database， [5] UI start menu,講解內容 : 遊戲設定、遊戲控制器檢測及輸入(XBox)、遊戲保存系統、Excel數據匯入、UI設定菜單,讲解内容:游戏设定、游戏控制器检测及输入(XBox)、游戏保存系统、Excel数据汇入、UI设定菜单,,,
102,0,0,0,0,0,1,Do you want to skip the tutorial? (Day 07),你要跳過D7教學嗎?,你要跳过D7教学吗?,,,
103,0,0,0,0,0,0,The development process on the Day 07 :,遊戲在第七天的開發流程 :,游戏在第七天的开发流程 :,,,Demo 文本 - Day 07 - Anwser
104,0,0,0,0,0,0,1) C# to establishes a game setting system.,1) C# 建立遊戲設定系統。,1) C# 建立游戏设定系统。,,,
105,0,0,0,0,0,0,2) C# to write the Xbox game controller support.,2) C# 編寫Xbox遊戲控制器支持。,2) C# 编写Xbox游戏控制器支持。,,,
106,0,0,0,0,0,0,3) C# to establishes a game saving system and obtains all target parameters and saves them in Xml format.,3) C# 建立遊戲保存系統，取得所有目標的參數以Xml方式保存。,3) C# 建立游戏保存系统，取得所有目标的参数以Xml方式保存。,,,
107,0,0,0,0,0,0,4) Build a UI settings menu to change game settings and save them.,4) 搭建UI設定菜單以更改遊戲設定並保存。,4) 搭建UI设定菜单以更改游戏设定并保存。,,,
108,0,0,0,0,0,0,The above is the part that needs to be learned and implemented on the Day 07 of development. You can press the start button to view and change the game settings.,以上是第七天開發需要學習和實現的部分，你可以按下開始鍵查看和更改遊戲設定。,以上是第七天开发需要学习和实现的部分，你可以按下开始键查看和更改游戏设定。,,,
109,0,0,0,0,0,0,If you don't know how to control the menu， you can press the Input Tips to view it.,如不知道菜單怎麼操作，你可以按下鍵位提示查看。,如不知道菜单怎么操作，你可以按下键位提示查看。,,,
110,0,0,0,0,0,0,Game development - Day 08 (Advanced),遊戲開發第八天! (進階),游戏开发第八天! (进阶),,,Demo 文本 - Day 08 開始
111,0,0,0,0,0,0,Tutorial content : [1] Dual judgment of terrain， [2] Slope movement， [3] OneWay platform falling,講解內容 : 地形雙重判定、斜坡移動、跳躍平台,讲解内容:地形双重判定、斜坡移动、跳跃平台,,,
112,0,0,0,0,0,1,Do you want to skip the tutorial? (Day 08),你要跳過D8教學嗎?,你要跳过D8教学吗?,,,
113,0,0,0,0,0,0,The development process on the Day 08 :,遊戲在第八天的開發流程 :,游戏在第八天的开发流程 :,,,Demo 文本 - Day 08 - Anwser
114,0,0,0,0,0,0,1) Dual judgment of terrain written for jumping platforms and slope movements can more accurately judge the current movement status of the corner.,1) 為了跳躍平台和斜坡移動而編寫的地形雙重判定，能更精準判定角色當下的移動狀況，,1) 为了跳跃平台和斜坡移动而编写的地形双重判定，能更精准判定角色当下的移动状况，,,,
115,0,0,0,0,0,0,The specific approach is to add more stringent judgment conditions to the character's movement function and ground judger.,具體做法是在角色的移動功能和地面判定器中增加更嚴格的判定條件。,具体做法是在角色的移动功能和地面判定器中增加更严格的判定条件。,,,
116,0,0,0,0,0,0,2) Add Slope detection to the character's movement so that when the character encounters a slope when moving horizontally， the speed up and down the slope can be automatically converted.,2) 在角色移動中添加斜坡檢測，使角色在水平移動遇到斜坡時，上下坡的速度能自動換算。,2) 在角色移动中添加斜坡检测，使角色在水平移动遇到斜坡时，上下坡的速度能自动换算。,,,
117,0,0,0,0,0,0,3) Utilize the double judgment of terrain to recognize that the bottom of the character is currently a jumping platform and can pass from top to bottom after the player inputs the specified command.,3) 利用地形雙重判定，識別角色底部當下為跳躍平台並且能在玩家輸入指定指令後可從上而下穿過。,3) 利用地形双重判定，识别角色底部当下为跳跃平台并且能在玩家输入指定指令后可从上而下穿过。,,,
118,,,0,0,0,0,The above are the parts that need to be learned and implemented on the Day 08 of development. You can refer to the operation tips of the display box in this area and experience the test in the corresponding place.,以上是第八天開發需要學習和實現的部分，你可以在此區域參考展示框的操作提示，在相應的地方體驗測試。,以上是第八天开发需要学习和实现的部分，你可以在此区域参考展示框的操作提示，在相应的地方体验测试。,,,
119,,,,,,,,,,,,
120,0,0,0,0,0,0,Game development - Day 09 (Advanced),遊戲開發第九天! (進階),游戏开发第九天! (进阶),,,Demo 文本 - Day 09 開始
121,0,0,0,0,0,0,Tutorial content : [1] Wall jumping， [2] Grab / Hang， [3] Ladder climb,講解內容 : 牆壁彈跳、抓住 / 懸掛、爬梯子,讲解内容:墙壁弹跳、抓住 / 悬挂、爬梯子,,,
122,0,0,0,0,0,1,Do you want to skip the tutorial? (Day 09),你要跳過D9教學嗎?,你要跳过D9教学吗?,,,
123,0,0,0,0,0,0,The development process on the Day 09 :,遊戲在第九天的開發流程 :,游戏在第九天的开发流程 :,,,Demo 文本 - Day 09 - Anwser
124,0,0,0,0,0,0,1) C# to write the character's grasping and wall jumping mechanisms， and controls the bouncing direction and speed.,1) C# 編寫角色抓緊和牆壁彈跳機制，彈跳的方向和速度的控制。,1) C# 编写角色抓紧和墙壁弹跳机制，弹跳的方向和速度的控制。,,,
125,0,0,0,0,0,0,2) C# to write the character's grabbing/suspension mechanism to give the character more different ways to move.,2) C# 編寫角色抓抓住 / 懸掛機制，讓角色有更多不同的移動方式。,2) C# 编写角色抓抓住 / 悬挂机制，让角色有更多不同的移动方式。,,,
126,0,0,0,0,0,0,3) C# to write a character climbing mechanism to make the character more flexible when moving on different terrains.,3) C# 編寫角色爬梯子機制，讓角色在不同地形移動時更靈活。,3) C# 编写角色爬梯子机制，让角色在不同地形移动时更灵活。,,,
127,0,0,0,0,0,0,The above are the parts that need to be learned and implemented on the Day 09 of development. Please refer to the background display frame and self-operation experience.,以上是第九天開發需要學習和實現的部分，請參考背景展示框和自行操作體驗吧。,以上是第九天开发需要学习和实现的部分，请参考背景展示框和自行操作体验吧。,,,
128,,,,,,,,,,,,
129,,,,,,,,,,,,
130,0,0,0,0,0,0,Game development - Day 10 (Advanced),遊戲開發第十天! (進階),游戏开发第十天! (进阶),,,Demo 文本 - Day 10 開始
131,0,0,0,0,0,0,Tutorial content : [1] Stun cancel， [2] Sprint attack， [3] Time line system,講解內容 : 硬直取消、衝刺攻擊、時間線系統,讲解内容:硬直取消、冲刺攻击、时间线系统,,,
132,0,0,0,0,0,1,Do you want to skip the tutorial? (Day 10),你要跳過D10教學嗎?,你要跳过D10教学吗?,,,
133,0,0,0,0,0,0,The development process on the Day 10 :,遊戲在第十天的開發流程 :,游戏在第十天的开发流程 :,,,Demo 文本 - Day 10 - Anwser
134,0,0,0,0,0,0,1) C# to write a character kick cancellation mechanism. When the character attacks， slides， sprints， or uses a skill， the current action kick is cancelled.,1) C# 編寫角色硬直取消機制，當角色攻擊時發動滑行、衝刺或技能時取消當下的動作硬直。,1) C# 编写角色硬直取消机制，当角色攻击时发动滑铲、冲刺或技能时取消当下的动作硬直。,,,
135,0,0,0,0,0,0,2) C# to write the character's sprint attack， and add the sprint attack to be launched when the character sprints + the player enters the attack key.,2) C# 編寫角色衝刺攻擊，添加在角色衝刺 + 玩家輸入攻擊鍵時發動衝刺攻擊。,2) C# 编写角色冲刺攻击，添加在角色冲刺 + 玩家输入攻击键时发动冲刺攻击。,,,
136,0,0,0,0,0,0,3) C# to create a timeline system， that control different types of objects with different time parameters， including running speed and time pause.,3) C# 建立時間線系統，以不同的時間參數控制不同類型的物件，包括快慢速度和時間停頓，,3) C# 建立时间线系统，以不同的时间参数控制不同类型的对象，包括快慢速度和时间停顿，,,,
137,0,0,0,0,0,0,This system will be widely used in the Day 11 tutorial.,此系統將會在Day 11教學裡大幅度使用。,此系统将会在Day 11教学里大幅度使用。,,,
138,,,0,0,0,0,The above are the parts that need to be learned and implemented on the Day 10 of development. Please refer to the operation of the background display box!,以上是第十天開發需要學習和實現的部分，請參考背景展示框的操作吧!,以上是第十天开发需要学习和实现的部分，请参考背景展示框的操作吧!,,,
139,,,,,,,,,,,,
140,0,0,0,0,0,0,Game development - Day 11 (Advanced),遊戲開發第十一天! (進階),游戏开发第十一天! (进阶),,,Demo 文本 - Day 11 開始
141,0,0,0,0,0,0,Tutorial content : [1] Hit stun， [2] Counter attack， [3] Slow motion / time pause,講解內容 : 擊中停頓、閃避反擊、慢動作 / 時間停頓,讲解内容:击中停顿、闪避反击、慢动作 / 时间停顿,,,
142,0,0,0,0,0,1,Do you want to skip the tutorial? (Day 11),你要跳過D11教學嗎?,你要跳过D11教学吗?,,,
143,0,0,0,0,0,0,The development process on the Day 11 :,遊戲在第十一天的開發流程 :,游戏在第十一天的开发流程 :,,,Demo 文本 - Day 11 - Anwser
144,0,0,0,0,0,0,1) Add the hit stun function to the attack attributes. Appropriate hit stun can effectively demonstrate the sense of strike.,1) 在攻擊屬性中添加擊中停頓功能，適當的擊中停頓能夠有效展示出打擊感。,1) 在攻击属性中添加击中停顿功能，适当的击中停顿能够有效展示出打击感。,,,
145,0,0,0,0,0,0,2) Add a short dodge effective time during sprinting. After triggering， the attack will become a powerful counter attack.,2) 在衝刺中添加短暫閃避有效時間，觸發後攻擊將變成強力的反擊。,2) 在冲刺中添加短暂闪避有效时间，触发后攻击将变成强力的反击。,,,
146,0,0,0,0,0,0,3) Add a slow-motion function when sprint dodge is triggered， and use the timeline system to achieve more changes in the battle.,3) 在衝刺閃避觸發時添加慢動作功能，利用時間線系統來實現，令戰鬥有更多的變化。,3) 在冲刺闪避触发时添加慢动作功能，利用时间线系统来实现，令战斗有更多的变化。,,,
147,0,0,0,0,0,0,The above are the parts that need to be learned and implemented on the Day 11 of development. Please refer to the background display box for comparison to see the performance of different parameters.,以上是第十一天開發需要學習和實現的部分，請參考背景展示框對比，可以看得出不同參數的表現。,以上是第十一天开发需要学习和实现的部分，请参考背景展示框对比，可以看得出不同参数的表现。,,,
148,,,,,,,,,,,,
149,,,,,,,,,,,,
150,0,0,0,0,0,0,Game development - Day 12 (Advanced),遊戲開發第十二天! (進階),游戏开发第十二天! (进阶),,,Demo 文本 - Day 12 開始
